,location,city,country,utc,weekday,local,parameter,value,unit,latitude,longitude,attribution
238,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T14:45:00Z,1,2020-05-31T20:15:00+05:30,o3,17.37,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
239,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T14:15:00Z,1,2020-05-31T19:45:00+05:30,o3,17.37,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
240,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T14:00:00Z,1,2020-05-31T19:30:00+05:30,o3,32.5,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
241,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T13:45:00Z,1,2020-05-31T19:15:00+05:30,o3,36.73,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
242,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T13:15:00Z,1,2020-05-31T18:45:00+05:30,o3,36.79,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
243,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T13:00:00Z,1,2020-05-31T18:30:00+05:30,o3,36.71,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
244,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T12:45:00Z,1,2020-05-31T18:15:00+05:30,o3,36.65,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
245,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T11:30:00Z,1,2020-05-31T17:00:00+05:30,o3,36.46,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
246,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T10:45:00Z,1,2020-05-31T16:15:00+05:30,o3,36.65,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
247,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T09:45:00Z,1,2020-05-31T15:15:00+05:30,o3,36.02,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
248,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T09:30:00Z,1,2020-05-31T15:00:00+05:30,o3,35.89,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
249,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T09:15:00Z,1,2020-05-31T14:45:00+05:30,o3,35.89,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
250,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T09:00:00Z,1,2020-05-31T14:30:00+05:30,o3,35.77,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
251,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T08:45:00Z,1,2020-05-31T14:15:00+05:30,o3,35.69,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
252,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T08:30:00Z,1,2020-05-31T14:00:00+05:30,o3,35.81,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
253,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T07:30:00Z,1,2020-05-31T13:00:00+05:30,o3,35.99,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
254,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T07:15:00Z,1,2020-05-31T12:45:00+05:30,o3,36.08,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
255,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T07:00:00Z,1,2020-05-31T12:30:00+05:30,o3,36.04,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
256,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T06:45:00Z,1,2020-05-31T12:15:00+05:30,o3,36.14,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
257,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T06:30:00Z,1,2020-05-31T12:00:00+05:30,o3,36.14,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
258,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T06:15:00Z,1,2020-05-31T11:45:00+05:30,o3,36.14,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
259,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T06:00:00Z,1,2020-05-31T11:30:00+05:30,o3,36.14,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
260,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T05:45:00Z,1,2020-05-31T11:15:00+05:30,o3,32.2,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
261,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T05:30:00Z,1,2020-05-31T11:00:00+05:30,o3,16.95,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
262,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T05:15:00Z,1,2020-05-31T10:45:00+05:30,o3,17.01,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
263,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T04:45:00Z,1,2020-05-31T10:15:00+05:30,o3,17.27,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
264,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-31T04:30:00Z,1,2020-05-31T10:00:00+05:30,o3,17.35,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
265,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-30T02:30:00Z,7,2020-05-30T08:00:00+05:30,o3,18.19,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
266,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-29T07:45:00Z,6,2020-05-29T13:15:00+05:30,o3,16.46,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
267,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-29T01:30:00Z,6,2020-05-29T07:00:00+05:30,o3,18.13,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
268,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-29T01:00:00Z,6,2020-05-29T06:30:00+05:30,o3,18.46,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
269,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-28T00:45:00Z,5,2020-05-28T06:15:00+05:30,o3,27.6,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
270,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-27T18:15:00Z,4,2020-05-27T23:45:00+05:30,o3,27.64,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
271,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-27T17:15:00Z,4,2020-05-27T22:45:00+05:30,o3,27.66,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
272,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-27T12:15:00Z,4,2020-05-27T17:45:00+05:30,o3,41.47,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
273,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-26T06:00:00Z,3,2020-05-26T11:30:00+05:30,o3,47.65,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
274,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-26T04:45:00Z,3,2020-05-26T10:15:00+05:30,o3,49.86,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
275,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-26T03:45:00Z,3,2020-05-26T09:15:00+05:30,o3,47.37,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
276,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-26T02:15:00Z,3,2020-05-26T07:45:00+05:30,o3,49.2,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
277,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-26T00:15:00Z,3,2020-05-26T05:45:00+05:30,o3,48.45,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
278,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T23:45:00Z,3,2020-05-26T05:15:00+05:30,o3,50.49,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
279,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T23:15:00Z,3,2020-05-26T04:45:00+05:30,o3,48.92,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
280,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T10:30:00Z,2,2020-05-25T16:00:00+05:30,o3,50.67,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
281,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T04:15:00Z,2,2020-05-25T09:45:00+05:30,o3,40.06,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
282,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T04:00:00Z,2,2020-05-25T09:30:00+05:30,o3,37.87,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
283,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T03:45:00Z,2,2020-05-25T09:15:00+05:30,o3,38.36,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
284,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T03:30:00Z,2,2020-05-25T09:00:00+05:30,o3,41.57,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
285,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T03:15:00Z,2,2020-05-25T08:45:00+05:30,o3,36.81,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
286,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T02:45:00Z,2,2020-05-25T08:15:00+05:30,o3,37.51,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
287,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T02:00:00Z,2,2020-05-25T07:30:00+05:30,o3,39.96,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
288,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T01:45:00Z,2,2020-05-25T07:15:00+05:30,o3,38.42,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
289,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T01:15:00Z,2,2020-05-25T06:45:00+05:30,o3,34.81,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
290,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-25T01:00:00Z,2,2020-05-25T06:30:00+05:30,o3,41.92,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
291,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T18:30:00Z,2,2020-05-25T00:00:00+05:30,o3,41.06,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
292,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T14:15:00Z,1,2020-05-24T19:45:00+05:30,o3,35.77,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
293,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T13:15:00Z,1,2020-05-24T18:45:00+05:30,o3,39.77,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
294,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T13:00:00Z,1,2020-05-24T18:30:00+05:30,o3,36.55,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
295,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T11:45:00Z,1,2020-05-24T17:15:00+05:30,o3,39.85,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
296,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T06:15:00Z,1,2020-05-24T11:45:00+05:30,o3,48.55,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
297,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T05:00:00Z,1,2020-05-24T10:30:00+05:30,o3,30.36,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
298,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T02:45:00Z,1,2020-05-24T08:15:00+05:30,o3,30.99,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
299,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T02:30:00Z,1,2020-05-24T08:00:00+05:30,o3,29.46,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
300,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T02:15:00Z,1,2020-05-24T07:45:00+05:30,o3,28.11,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
301,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-24T00:30:00Z,1,2020-05-24T06:00:00+05:30,o3,23.07,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
302,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-23T23:45:00Z,1,2020-05-24T05:15:00+05:30,o3,32.75,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
303,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-23T22:45:00Z,1,2020-05-24T04:15:00+05:30,o3,23.79,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
304,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-23T17:15:00Z,7,2020-05-23T22:45:00+05:30,o3,41.87,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
305,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-23T17:00:00Z,7,2020-05-23T22:30:00+05:30,o3,43.45,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
306,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-23T13:00:00Z,7,2020-05-23T18:30:00+05:30,o3,46.59,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
307,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-23T08:15:00Z,7,2020-05-23T13:45:00+05:30,o3,41.26,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
308,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-22T09:30:00Z,6,2020-05-22T15:00:00+05:30,o3,47.35,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
309,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-21T17:30:00Z,5,2020-05-21T23:00:00+05:30,o3,28.26,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
310,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-21T16:00:00Z,5,2020-05-21T21:30:00+05:30,o3,44.84,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
311,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-21T07:00:00Z,5,2020-05-21T12:30:00+05:30,o3,47.78,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
312,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-21T02:45:00Z,5,2020-05-21T08:15:00+05:30,o3,25.05,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
313,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-19T06:15:00Z,3,2020-05-19T11:45:00+05:30,o3,28.91,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
314,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T19:00:00Z,3,2020-05-19T00:30:00+05:30,o3,19.99,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
315,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T18:45:00Z,3,2020-05-19T00:15:00+05:30,o3,16.52,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
316,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T18:30:00Z,3,2020-05-19T00:00:00+05:30,o3,16.78,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
317,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T14:15:00Z,2,2020-05-18T19:45:00+05:30,o3,31.95,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
318,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T14:00:00Z,2,2020-05-18T19:30:00+05:30,o3,32.89,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
319,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T13:45:00Z,2,2020-05-18T19:15:00+05:30,o3,31.16,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
320,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T12:15:00Z,2,2020-05-18T17:45:00+05:30,o3,34.91,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
321,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T12:00:00Z,2,2020-05-18T17:30:00+05:30,o3,28.28,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
322,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T11:15:00Z,2,2020-05-18T16:45:00+05:30,o3,34.54,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
323,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T10:15:00Z,2,2020-05-18T15:45:00+05:30,o3,33.05,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
324,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T04:00:00Z,2,2020-05-18T09:30:00+05:30,o3,25.44,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
325,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-05-18T03:45:00Z,2,2020-05-18T09:15:00+05:30,o3,27.75,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
