,location,city,country,utc,weekday,local,parameter,value,unit,latitude,longitude,attribution
1642,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T04:15:00Z,4,2020-04-08T09:45:00+05:30,o3,34.24,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1643,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T04:00:00Z,4,2020-04-08T09:30:00+05:30,o3,33.93,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1644,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T03:30:00Z,4,2020-04-08T09:00:00+05:30,o3,35.08,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1645,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T03:15:00Z,4,2020-04-08T08:45:00+05:30,o3,37.77,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1646,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T03:00:00Z,4,2020-04-08T08:30:00+05:30,o3,36.42,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1647,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T02:45:00Z,4,2020-04-08T08:15:00+05:30,o3,34.38,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1648,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T02:30:00Z,4,2020-04-08T08:00:00+05:30,o3,30.58,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1649,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T02:00:00Z,4,2020-04-08T07:30:00+05:30,o3,23.66,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1650,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T01:45:00Z,4,2020-04-08T07:15:00+05:30,o3,26.75,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1651,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T01:00:00Z,4,2020-04-08T06:30:00+05:30,o3,24.11,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1652,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T00:45:00Z,4,2020-04-08T06:15:00+05:30,o3,25.95,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1653,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T00:15:00Z,4,2020-04-08T05:45:00+05:30,o3,24.6,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1654,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-08T00:00:00Z,4,2020-04-08T05:30:00+05:30,o3,25.5,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1655,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T22:00:00Z,4,2020-04-08T03:30:00+05:30,o3,22.87,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1656,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T21:00:00Z,4,2020-04-08T02:30:00+05:30,o3,20.8,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1657,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T20:30:00Z,4,2020-04-08T02:00:00+05:30,o3,22.03,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1658,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T20:15:00Z,4,2020-04-08T01:45:00+05:30,o3,20.64,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1659,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T20:00:00Z,4,2020-04-08T01:30:00+05:30,o3,25.13,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1660,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T19:45:00Z,4,2020-04-08T01:15:00+05:30,o3,25.46,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1661,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T19:30:00Z,4,2020-04-08T01:00:00+05:30,o3,25.24,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1662,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T19:15:00Z,4,2020-04-08T00:45:00+05:30,o3,26.38,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1663,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T19:00:00Z,4,2020-04-08T00:30:00+05:30,o3,23.83,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1664,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T18:15:00Z,3,2020-04-07T23:45:00+05:30,o3,35.91,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1665,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T16:45:00Z,3,2020-04-07T22:15:00+05:30,o3,33.75,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1666,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T16:00:00Z,3,2020-04-07T21:30:00+05:30,o3,34.22,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1667,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T15:30:00Z,3,2020-04-07T21:00:00+05:30,o3,33.79,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1668,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T15:15:00Z,3,2020-04-07T20:45:00+05:30,o3,29.95,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1669,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T15:00:00Z,3,2020-04-07T20:30:00+05:30,o3,33.77,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1670,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T14:45:00Z,3,2020-04-07T20:15:00+05:30,o3,32.87,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1671,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T14:30:00Z,3,2020-04-07T20:00:00+05:30,o3,36.01,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1672,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T14:15:00Z,3,2020-04-07T19:45:00+05:30,o3,29.38,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1673,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T14:00:00Z,3,2020-04-07T19:30:00+05:30,o3,34.01,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1674,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T13:45:00Z,3,2020-04-07T19:15:00+05:30,o3,33.08,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1675,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T13:30:00Z,3,2020-04-07T19:00:00+05:30,o3,31.77,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1676,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T13:15:00Z,3,2020-04-07T18:45:00+05:30,o3,32.73,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1677,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T12:30:00Z,3,2020-04-07T18:00:00+05:30,o3,31.4,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1678,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T12:15:00Z,3,2020-04-07T17:45:00+05:30,o3,31.34,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1679,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T12:00:00Z,3,2020-04-07T17:30:00+05:30,o3,32.54,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1680,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T11:30:00Z,3,2020-04-07T17:00:00+05:30,o3,30.34,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1681,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T11:15:00Z,3,2020-04-07T16:45:00+05:30,o3,36.91,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1682,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T11:00:00Z,3,2020-04-07T16:30:00+05:30,o3,35.34,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1683,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T10:45:00Z,3,2020-04-07T16:15:00+05:30,o3,35.16,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1684,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T10:30:00Z,3,2020-04-07T16:00:00+05:30,o3,33.01,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1685,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T10:15:00Z,3,2020-04-07T15:45:00+05:30,o3,30.56,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1686,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T10:00:00Z,3,2020-04-07T15:30:00+05:30,o3,34.57,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1687,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T09:45:00Z,3,2020-04-07T15:15:00+05:30,o3,31.4,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1688,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T09:30:00Z,3,2020-04-07T15:00:00+05:30,o3,32.99,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1689,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T09:15:00Z,3,2020-04-07T14:45:00+05:30,o3,35.97,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1690,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T09:00:00Z,3,2020-04-07T14:30:00+05:30,o3,32.1,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1691,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T08:45:00Z,3,2020-04-07T14:15:00+05:30,o3,29.97,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1692,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T08:30:00Z,3,2020-04-07T14:00:00+05:30,o3,28.46,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1693,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T08:00:00Z,3,2020-04-07T13:30:00+05:30,o3,33.61,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1694,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T07:45:00Z,3,2020-04-07T13:15:00+05:30,o3,35.75,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1695,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T07:30:00Z,3,2020-04-07T13:00:00+05:30,o3,32.05,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1696,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T07:00:00Z,3,2020-04-07T12:30:00+05:30,o3,35.28,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1697,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T06:45:00Z,3,2020-04-07T12:15:00+05:30,o3,32.81,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1698,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-07T06:15:00Z,3,2020-04-07T11:45:00+05:30,o3,19.68,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1699,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T23:00:00Z,3,2020-04-07T04:30:00+05:30,o3,25.01,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1700,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T22:45:00Z,3,2020-04-07T04:15:00+05:30,o3,22.76,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1701,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T22:00:00Z,3,2020-04-07T03:30:00+05:30,o3,23.7,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1702,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T20:15:00Z,3,2020-04-07T01:45:00+05:30,o3,43.67,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1703,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T17:30:00Z,2,2020-04-06T23:00:00+05:30,o3,43.59,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1704,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T17:15:00Z,2,2020-04-06T22:45:00+05:30,o3,44.39,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1705,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T17:00:00Z,2,2020-04-06T22:30:00+05:30,o3,43.55,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1706,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T16:15:00Z,2,2020-04-06T21:45:00+05:30,o3,43.49,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1707,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T16:00:00Z,2,2020-04-06T21:30:00+05:30,o3,45.35,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1708,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T15:30:00Z,2,2020-04-06T21:00:00+05:30,o3,43.22,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1709,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T15:00:00Z,2,2020-04-06T20:30:00+05:30,o3,46.1,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1710,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T14:45:00Z,2,2020-04-06T20:15:00+05:30,o3,46.3,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1711,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T14:00:00Z,2,2020-04-06T19:30:00+05:30,o3,47.24,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1712,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T13:45:00Z,2,2020-04-06T19:15:00+05:30,o3,34.83,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1713,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T13:15:00Z,2,2020-04-06T18:45:00+05:30,o3,44.43,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1714,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T13:00:00Z,2,2020-04-06T18:30:00+05:30,o3,43.53,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1715,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T12:45:00Z,2,2020-04-06T18:15:00+05:30,o3,44.63,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1716,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T12:15:00Z,2,2020-04-06T17:45:00+05:30,o3,43.81,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1717,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T11:45:00Z,2,2020-04-06T17:15:00+05:30,o3,44.3,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1718,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T11:30:00Z,2,2020-04-06T17:00:00+05:30,o3,44.32,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1719,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T11:15:00Z,2,2020-04-06T16:45:00+05:30,o3,44.24,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1720,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T11:00:00Z,2,2020-04-06T16:30:00+05:30,o3,44.47,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1721,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T10:45:00Z,2,2020-04-06T16:15:00+05:30,o3,44.73,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1722,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T10:15:00Z,2,2020-04-06T15:45:00+05:30,o3,44.77,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1723,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T10:00:00Z,2,2020-04-06T15:30:00+05:30,o3,46.63,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1724,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T09:45:00Z,2,2020-04-06T15:15:00+05:30,o3,46.45,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1725,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T09:00:00Z,2,2020-04-06T14:30:00+05:30,o3,27.3,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1726,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T08:45:00Z,2,2020-04-06T14:15:00+05:30,o3,26.64,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1727,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T08:00:00Z,2,2020-04-06T13:30:00+05:30,o3,28.38,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1728,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T07:45:00Z,2,2020-04-06T13:15:00+05:30,o3,26.42,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
1729,"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2020-04-06T07:00:00Z,2,2020-04-06T12:30:00+05:30,o3,27.95,µg/m³,12.917348,77.622813,"[{""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing"",""name"":""Central Pollution Control Board""}]"
